Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,tweet_tokenizado,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
22313,1,0.6853,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['amigo', 'companero', 'andar', 'paranoico', 'vacuna', 'vacuna', 'sentir', 'sintoma', 'fuerte']",https://twitter.com/idj_4ever/status/1417118998609735684,"Todos mis amigos y compañeros de trabajo andan paranoicos con lo de la vacuna 
Porque los que ya se vacunaron sintieron los síntomas muy fuertes https://t.co/NG01Gmgo7U",19,7,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22321,1,0.5278,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['oigan', 'antojara', 'hamburguesa', 'mcdonalds', 'heavy', 'efecto', 'secundario', 'vacuna']",https://twitter.com/paola_palazon/status/1416543842187321349,Oigan me dio una antojadera de una hamburguesa de McDonalds pero heavy…. 😬 ¿es el efecto secundario de la vacuna?,17,7,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22332,1,0.3703,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['tocar', 'vacuna', 'ruso', 'mexico', 'city', 'mexico']",https://twitter.com/Luis_Balanz/status/1416140044444786692,"Pues bueno me tocara la vacuna Rusa en Mexico City, Mexico https://t.co/wSib9W9yq4",16,7,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22338,1,0.6222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['puse', 'vacuna', 'dolor cabeza', 'camita', 'unico', 'recurso', 'lloviendo', 'frio', 'saludo', 'amigo']",https://twitter.com/krismel2929/status/1415863591232802826,"@Juanknuf Si, me puse la vacuna y me duele la cabeza, por lo cual  mi camita es mi único recurso, además esta lloviendo y hace frío, saludos amigo!",15,7,2021,19.4192316,-99.1133947,Venustiano Carranza,vacuna
22341,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['selfie', 'instagram', 'puro', 'ok', 'aplicar', 'vacuna']",https://twitter.com/ivathium/status/1415516582470725633,Para los del 30 es la selfie en instagram y para los de 18 para arriba veremos puros tik tok de cuando aplican la vacuna,14,7,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22347,1,0.2222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['racion', 'vacuna', 'astrazeneca', 'jaja', 'controlar', 'tv', 'pito', 'tecnologia', 'avanzado', 'jajaja']",https://twitter.com/Ray_960/status/1414944120758587393,Dicen que si no tienes ración ninguna a la vacuna #aztrazeneca jaja puedes controlar la TV con el pito ALV qué tecnología tan más avanzada jajaja,13,7,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22354,1,0.5554,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['hora', 'vacuna']",https://twitter.com/Ray_960/status/1414404850008436741,Ya tengo hora y lugar para la vacuna 💉👌,11,7,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22370,1,0.7036,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vengo', 'despertando', 'vacuna', 'potente', 'jajaja']",https://twitter.com/MissHaruhiK/status/1413612353166393347,Vengo casi despertando. La vacuna está potente jajaja,9,7,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22383,1,0.3704,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'patria', 'libro', 'sep']",https://twitter.com/DonPorfirioDiaz/status/1413324737451810818,¿Y la vacuna patria? ¿Va como los nuevos libros de la SEP?,8,7,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22385,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['pegar', 'horrible', 'vacuna']",https://twitter.com/verogmoreno/status/1413305539770081286,Me pegó horrible la vacuna 😒😒,8,7,2021,19.4192316,-99.1133947,Venustiano Carranza,vacuna
22398,1,0.3704,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['suicidarse', 'rato', 'capturaron', 'pagina', 'vacuna', 'castracion']",https://twitter.com/JAlv0901/status/1412788128151130118,"Según se quieren suicidar a cada rato

Y los de 18 a 30 saturaron la página de la vacuna 

En fin la POSTRACIÓN",7,7,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22424,1,0.4934,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['covid', 'sintoma', 'vacuna', 'duro', 'dias']",https://twitter.com/RubioHuazo/status/1411537138252984321,"@LicDeDios ¿Cuál covid? DIJE BIEN CLARO, SÍNTOMAS DE LA VACUNA Y SOLO DURO DOS DIAS",3,7,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22438,1,0.5001,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['jajajaja', 'piquete', 'sentir', 'piense', 'tomate', 'paracetamol', 'fuerte', 'vacuna', 'vacuna', 'suerte']",https://twitter.com/JoannaPirod/status/1409525537597440003,@raulsokol Jajajaja el piquete ni lo vas a sentir y ni pienses en eso. Tómate un parcetamol fuerte después de la vacuna. Es mejor estar vacunado. Mucha suerte!,28,6,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22446,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'dolor cuerpo']",https://twitter.com/chiviscreec/status/1408564932199731204,"Me pusieron la vacuna hoy :(
Me duele la cuerpa, solo quería que lo supieran",25,6,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22468,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'defensa', 'postcovid', 'sentir', 'enfermado', 'pasar']",https://twitter.com/ediiAlonzo/status/1407367496668176385,"@Ignacio82628103 @sebas_melmoth @donchonitobaez La mejor vacuna que tendré serán mis defensas postcovid, ahora siento que haberme enfermado fue lo mejor que me pudo pasar 😥",22,6,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22480,1,0.4046,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sabado', 'tocar', 'vacuna', 'conveniente', 'faltar', 'reportar', 'reaccion', 'secundario']",https://twitter.com/vickalimentos75/status/1407028088286814215,"El sabado me toca la vacuna, será conveniente faltar a trabajar y reportarme con reacciones secundarias?",21,6,2021,19.4192316,-99.1133947,Venustiano Carranza,vacuna
22484,1,0.5407,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['disfrutar', 'cafe', 'contraindicado', 'vacuna', 'alcohol', 'pasar', 'par', 'hora']",https://twitter.com/arcegama/status/1404802367032381451,"@Jodorowskys Muy buenos días, disfruta tu café, nada está contraindicado con la vacuna incluso el alcohol solo deja pasar un par de horas nada más...",15,6,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22494,1,0.5554,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['hora', 'vacuna']",https://twitter.com/jorgeramos7773/status/1402702376469991425,@vicmanolete Tengo casi dos horas de vacuna y todo bien.,9,6,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22497,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['rumbo', 'vacuna']",https://twitter.com/VictorAyala/status/1402663266866892802,Ya rumbo a ponerme la vacuna.,9,6,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22512,1,0.7036,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['pasar', 'vacuna', 'clasico']",https://twitter.com/tonacisneros76/status/1399791020116627459,@cinetiquetar Yo pueden pasar por su vacuna de cada clásico,1,6,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22539,1,0.4481,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['camino', 'rumbo', 'vacuna']",https://twitter.com/pcabrera67/status/1395863318242500608,El largo camino rumbo a la vacuna https://t.co/tffA5RvFfc,21,5,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22540,1,0.3932,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'llame', 'patria', 'sonar', 'inyectar', 'agua', 'charco', 'pinche', 'gobierno', 'culero']",https://twitter.com/rayrobleslopez/status/1395779857385234433,"Nadie quiere una vacuna que se llame #Patria, suena a que nos van a inyectar agua de charco, pinche gobierno todo culero",21,5,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22542,1,0.7035,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['creer', 'efecto', 'vacuna', 'jaja']",https://twitter.com/auromanes/status/1395482368564252673,Creo que ya me hizo efecto la vacuna jaja. https://t.co/BemQtOS4DP,20,5,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22544,1,0.4925,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'beber', 'alcohol', 'hora', 'vacuna']",https://twitter.com/darteaga_v/status/1395353775552962562,@Navegaciones @FelipeCalderon No se ha vacunado porque no puede beber alcohol después de 24 horas de la vacuna y eso es lo peor que le pueden hacer...,20,5,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22546,1,0.3704,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['ando', 'mareado', 'vacuna', 'rato', 'escribire', 'paper']",https://twitter.com/JoseCelisMX/status/1395225327106985987,@aldivanny_Fai Es que ando mareado por la vacuna ! Al rato diré que escribire un Paper !,19,5,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22547,1,0.4223,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['hora', 'leyendo', 'analizando', 'malestar', 'vacuna', 'reto']",https://twitter.com/JoseCelisMX/status/1395218108495826947,"12 horas leyendo y analizando... y con malestares aun de la vacuna, pero así son los buenos retos ! 🌞 https://t.co/Q24pOTgbnV",19,5,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22567,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['sorprendido', 'pelea', 'canela', 'cubrebocas', 'vacuna', 'podras', 'andar']",https://twitter.com/AURORAESTRADA13/status/1391259536871378946,"@DrChavezDiaz Sorprendida en la pelea del Canelo que pocos son los que usan cubrebocas, será que después de la vacuna ya podrás andar como si nada?",9,5,2021,19.4192316,-99.1133947,Venustiano Carranza,vacuna
22568,1,0.3543,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['creer', 'toque', 'vacuna', 'tercero', 'piso']",https://twitter.com/LaloGonzalezM/status/1391102049652256773,🥺 Cuándo creen que nos toque la vacuna contra #COVID19 a los que estamos en el tercer piso⁉️,8,5,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22576,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'afrodisiaco', 'ruso', 'ingles']",https://twitter.com/LetyFalcon/status/1389395965078122501,"@StratCons 🤣🤣🤣🤣 
¿Qué vacuna será más afrodisíaca?
¿La rusa o la inglesa ?
🤔",3,5,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22589,1,0.5805,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['covid', 'mexico', 'vacuna', 'animo', 'toque', 'vacuna', 'ruso', 'sputnik', 'ruso']",https://twitter.com/enjusa/status/1387187160214818821,"#Covid19 #México #Vacunación
Ánimas que me toque la vacuna rusa #SputnikV #SomosRusos https://t.co/h5QkdD4aHj",27,4,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22600,1,0.3016,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['enhorabuena', 'estimado', 'marco', 'envio', 'fuerte', 'abrazo', 'deseo', 'felicidad', 'vacuna', 'pareces', 'jaja']",https://twitter.com/raroma47/status/1384577443613212675,@marco_mares Enhorabuena mi estimado Marco. Te envío un fuerte abrazo con mis mejores deseos. Felicidades!  (Ya con la vacuna pareces de 45.)jsja,20,4,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22608,1,0.353,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['mision', 'cumplida', 'adema', 'probar', 'vacuna', 'monte', 'mamada', 'patria', 'amar']",https://twitter.com/juniperoserra1/status/1382541326898503681,"@m_ebrard a que vas? que no que misión cumplida? Ademas ya van a probar la vacuna hecha por Monte Sinai, no la mamada patria de tu amo.",14,4,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22610,1,0.6222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['nombre', 'culero', 'vacuna', 'patria', 'porno', 'cafetero']",https://twitter.com/AkbalOx/status/1382316756723650563,Que nombre tan culero vacuna patria #KornoCafetero,14,4,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22612,1,0.4557,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['apostar', 'vacuna', 'mexicano', 'patria', 'efectivo', 'seguir', 'apostar', 'energia', 'viejo', 'restaurante', 'cumplir', 'cantar', 'mananita', 'pedo', 'gracias', 'gracias']",https://twitter.com/ccambiazzo/status/1382060388607528970,"Quieren apostar que la vacuna mexicana ""Patria"" será igual de ""efectiva"" que seguir apostando por las energías viejas?
Como cuando vas a un restaurante en tu cumple y te quieren cantar Las Mañanitas... ni de pedo!
O sea gracias, pero no, gracias...",13,4,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22632,1,0.7036,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['super', 'vacuna', 'necesitar']",https://twitter.com/javier_zuniga77/status/1379066917307228161,"@lopezdoriga Super bien, una vacuna más a quienes la necesitan",5,4,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22634,1,0.6344,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['interesante', 'cancion', 'seleccionad', 'cambio', 'yolanda', 'vacuna', 'cosa', 'vacuna', 'pasar', 'pasar', 'vacuna', 'busque', 'busque', 'vacuna', 'vacuna']",https://twitter.com/Not_a_Pineapple/status/1378881643923054592,"@ReginadelC @DonVocero Interesante la canción seleccionada, si cambias “Yolanda” por “Vacuna”, como te das cuenta de muchas cosas:

¿Dónde estás, dónde estás Vacuna?
¿Qué pasó, qué pasó Vacuna?
Te busqué, te busqué Vacuna
Y no estás y no estás Vacuna",4,4,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22664,1,0.7037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['prohibir', 'alcohol', 'hora', 'vacuna']",https://twitter.com/moni_vc1/status/1374867358641192964,@anaclau_rivas Me prohibieron tomar alcohol 72 hrs después de la vacuna 😢,24,3,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22669,1,0.3475,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['padre', 'vacuna', 'importar', 'seguir', 'cola', 'vacuna', 'esperar', 'joven', 'viejo', 'ejercicio', 'mantener', 'sano', 'distancia', 'home', 'office', 'realmente', 'preocupo', 'vacuna', 'porno', 'caliente']",https://twitter.com/DaveAletz/status/1374720869461856266,"Mi padres ya están vacunados, no importa tanto si sigo en la cola de las vacunas puedo esperar, no soy joven pero no soy viejo, hago ejercicio y me mantengo en sana distancia y hago Home Office, realmente no me preocupo tanto por la vacuna.  #KornoCaliente https://t.co/uw47pIY1oI",24,3,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22679,1,0.2453,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['primero', 'vacuna', 'virus', 'sarscov', 'mantener', 'tranquilo', 'vigilar', 'signo', 'sintoma', 'vacuna', 'manana', 'continuamoses', 'preparacion', 'mexico']",https://twitter.com/jahir_ochampion/status/1372613989558071301,"Tenemos ya la primer vacuna contra el virus SARS-COV2.
Nos mantenemos tranquilos durante el día para vigilar que no tengamos cualquier signo o síntoma después de  la vacunación y el día de mañana continuamos con nuestra preparación. 👊🏽🆙💪🏽 💦 

📍#CNAR 🇲🇽
#EsPorTiMexico 
@CONADE https://t.co/T6qQU5HwHF",18,3,2021,19.39895532,-99.08892886,Venustiano Carranza,vacuna
22688,1,0.4741,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['ud', 'tambo', 'sentir', 'emocion', 'tranquilidad', 'padre', 'recibir', 'vacuna', 'unico', 'sentimental']",https://twitter.com/Luna_eLy/status/1370757306766462979,. Ud. Tmb sintieron emoción y tranquilidad por que sus padres recibieron la vacuna? O soy la única sentimental?,13,3,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22739,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'titan', 'shingen', 'cojin', 'attack', 'on', 'titan', 'vacuna', 'friki', 'activar']",https://twitter.com/guzalagupadu/status/1362495955900235782,Ahora siiii la vacuna para ser un titan!!!! #ShingekiNoKyojin #AttackOnTitan #COVID19 #VacunaCOVID19 😱💚🤎🙉 Modo friki activado 🖤 https://t.co/iAZmfrDwWZ,18,2,2021,19.4131138,-99.15242314,Cuauhtémoc,vacuna
22762,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'ruso']",https://twitter.com/hdezvqzl/status/1360455894497116160,@Viri_Rios Y la vacuna rusa?,12,2,2021,19.4192316,-99.1133947,Venustiano Carranza,vacuna
22763,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['avion', 'vacuna', 'carton']",https://twitter.com/BuzosNoticias/status/1360228692140654597,En el avión y la vacuna. Los #cartones de este día. https://t.co/55mmax7DJq,12,2,2021,19.4192316,-99.1133947,Venustiano Carranza,vacuna
22776,1,0.4222,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['correr', 'voz', 'manana', 'febrero', 'abajo', 'firmante', 'vacuna', 'chocolate']",https://twitter.com/iramirezlobato/status/1359347400062758914,"@Bere543210 @r083_r7 Corre la voz: Mañana 10 de febrero de 2021, los de hasta “abajo firmantes” tendrán una vacuna de su propio chocolate",9,2,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22799,1,0.2778,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['oigan', 'registrar', 'mariel', 'guardia', 'vacuna', 'andara', 'batallando']",https://twitter.com/DLukshmiJN/status/1357515378688208896,"Oigan, y a todo esto ¿ya habrá podido registrarse Maribel Guardia para su vacuna o también andará batallando? 🤔",4,2,2021,19.3962535,-99.0965875,Iztacalco,vacuna
22801,1,0.3704,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['quedate', 'casa', 'vacuna', 'abuela']",https://twitter.com/carlos_mul/status/1357181179854749699,QUÉDATE EN CASA / VACUNA A MI ABUELA https://t.co/gPohONOhG3,3,2,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22805,1,0.3703,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['guerra', 'vacuna', 'desnuda', 'conflicto', 'geopolitico', 'escuchar', 'podcast', 'emision']",https://twitter.com/jet1403/status/1357088259034218499,"La Guerra por la Vacuna, desnuda el conflicto geo-politico del poder. Escucha el Podcast de La Última Emisión 👇 https://t.co/ItgFQtGlg8",3,2,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22815,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['huevo', 'vacuna', 'obligatorio', 'manche']",https://twitter.com/Onta_Magubi/status/1356792734502318083,"@dvp001 @GobiernoMX A huevo que sí, la vacuna no es obligatoria, por lo tanto tienes que decir que si la quieres, no manches!",2,2,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22825,1,0.5893,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['covid', 'vacuna', 'sputnik', 'ruso', 'the', 'lance']",https://twitter.com/enjusa/status/1356696374818058242,"#Covid19 #Vacuna #SputnikV #SomosRusos #TheLancet 
https://t.co/q9TL3jaUWs",2,2,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22831,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['suenas', 'sospechosista', 'vacuna', 'ruso', 'jajaja']",https://twitter.com/alinaeunice/status/1356340584793964551,"@javierbaez_ Suenas a sospechosista de la vacuna rusa, jajaja 😅",1,2,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22838,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'ruso']",https://twitter.com/JuanArguijo/status/1354749805231300616,"La vacuna rusa https://t.co/eFwW0Iqn7t",28,1,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22849,1,0.3705,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['pendejo', 'fifo', 'meter', 'chingo', 'alcohol', 'droga', 'inyectar', 'vacuna', 'ruso']",https://twitter.com/rodymarr/status/1354134423852130304,"Así están los pendejos ""fifis"" se han metido un chingo de alcohol en las pedas y hasta drogas y no se quieren inyectar vacuna Rusa.... 😂😂😂😂😂😂😂😂😂😂😂😂😂",26,1,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22850,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['lor', 'mola', 'vacuna', 'sputnik', 'ponersela']",https://twitter.com/mexotlalli/status/1354131106468139010,"@BorisSGomezU @CarlosLoret @SocCivilMx Si Loret de Mola dice:no se pongan la Vacuna SputnikV,  entonces yo digo que si hay que ponérsela 🤣",26,1,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22857,1,0.4055,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['vacuna', 'evitar', 'contagie', 'reducir', 'posibilidad', 'gravedad', 'enfermedad', 'caso', 'contagio', 'recomendacion', 'vacuna', 'cubrebocas', 'lavar', 'mano', 'sano', 'distancia']",https://twitter.com/hvaldez83/status/1353504818669604865,"@LinoMor3no @CAFERNANDEZR @lopezobrador_ La vacuna no evita que te contagies, reduce la posibilidad de gravedad de la enfermedad en caso de contagio.
Por eso la recomendación de vacuna + cubrebocas + lavarse las manos + sana distancia",24,1,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22874,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['mundo', 'vacuna', 'cubrebocas']",https://twitter.com/jenk8/status/1352115878100414466,"En un mundo de #COVID19, sé la vacuna, no el cubrebocas!",20,1,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22900,1,0.3037,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['recibes', 'malo', 'malo', 'malo', 'noticia', 'convertir', 'piso', 'covid', 'companero', 'sintoma', 'pce', 'atisbo', 'luz', 'dio', 'vacuna', 'cubrir', 'poquito', 'poblacion', 'recibir']",https://twitter.com/m_sesatty/status/1349416561568862208,"Hay días en que recibes malas, malas, malas noticias... Se reconvierte otro piso para Covid, otro compañero con síntomas, ya no hay PCRs... El atisbo de luz que nos dió la vacuna cubrió poquito porque la población en general aún no la recibe.",13,1,2021,19.4416128,-99.1518637,Cuauhtémoc,vacuna
22903,1,0.3639,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['oir', 'incluir', 'vacuna', 'testamento', 'ritmo', 'llegar', 'creer', 'alcanzar', 'recibirla']",https://twitter.com/rbornery/status/1349221980290101248,"@m_ebrard Oye @m_ebrard sabes si puedo incluir mi vacuna en mi testamento? Porque de acuerdo al ritmo en que están llegando, no creo alcanzar a recibirla https://t.co/ruu7Dh9VDI",12,1,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22917,1,0.5555,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['reto', 'vacuna', 'vacuna']",https://twitter.com/jet1403/status/1346484478915604480,"El reto ya no es la vacuna, es la vacunación...",5,1,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22921,1,0.5278,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['covid', 'vacuna', 'efecto', 'secundario']",https://twitter.com/enjusa/status/1346160729712422912,"#Covid19 #Vacuna #EfectosSecundarios
https://t.co/2uMRmEkdG5",4,1,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22933,1,0.3426,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['gordito', 'amigo', 'deseo', 'corazon', 'ano', 'sigo', 'llenar', 'alma', 'talento', 'energia', 'fantastico', 'gracias', 'musica', 'vacuna', 'alma', 'admirar', 'respeto', 'feliz', 'saludable', 'ano']",https://twitter.com/fjaime69/status/1344989465127710721,"@jorgedalessio Jorgito amigo! Deseo de todo corazón que este año nos sigas llenando el alma con tu talento y energía fantástica. Gracias por hacer de la música la mejor vacuna para el alma, no sabes cuanto te admiro y respeto. Feliz y saludable año.",1,1,2021,19.4075059,-99.1917103,Miguel Hidalgo,vacuna
22947,1,0.4221,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['canadienses', 'andar', 'enojado', 'mexico', 'primero', 'vacuna', 'covid', 'equipo']",https://twitter.com/JRPrometeo/status/1343741720467537922,"Los canadienses andan enojados porque México consiguió primero la vacuna contra covid-19.

Un gran trabajo de @m_ebrard y su equipo.",28,12,2020,19.3962535,-99.0965875,Iztacalco,vacuna
22958,1,0.4464,"potente, sputnik, sentir, astrazeneca, cubrebocas, efecto, pasar, ruso, quedate, refuerzo","['unico', 'laboratorio', 'fortuna', 'crear', 'vacuna', 'record', 'laboratorio', 'paso', 'vacuna', 'alcance', 'persona']",https://twitter.com/SICOSDI/status/1342989566404395017,"@h3ct_r @AlMirRey0272 @rochaperiodista Pues según algunos, si... lo único que sé es que no solo los laboratorios que en este momento tuvieron la fortuna de poder crear la vacuna 💉 en tiempo récord; Hay más laboratorios que con el paso del tiempo ⏳ también tendrán la vacuna 💉 y estará al alcance de cualquier persona",26,12,2020,19.4192316,-99.1133947,Venustiano Carranza,vacuna
